5494 45
5507 13
5523 16
5551 28
5571 20
5604 33
5631 27
5640 9
5660 20
5680 20
5690 10
5705 15
5715 10
5731 16
5751 20
5766 15
5775 9
5792 17
5839 47
5864 25
5895 31
5916 21
5940 24
5968 28
6005 37
6052 47
6069 17
6124 55
6153 29
6180 27
6225 45
6265 40
6285 20
6320 35
6355 35
6372 17
6414 42
6481 67
6515 34
6541 26
6557 16
6592 35
6623 31
6638 15
6666 28
6695 29
6734 39
6776 42
6816 40
6838 22
6857 19
6878 21
6896 18
6929 33
6952 23
6974 22
7053 79
7082 29
7102 20
7123 21
7152 29
7181 29
7208 27
7234 26
7277 43
7352 75
7393 41
7427 34
7462 35
7486 24
7523 37
7571 48
7601 30
7630 29
7656 26
7673 17
7689 16
7732 43
7773 41
7799 26
7833 34
7864 31
7893 29
7966 73
8020 54
8059 39
8098 39
8153 55
8231 78
8257 26
8301 44
8345 44
8376 31
8415 39
8448 33
8481 33
8532 51
8560 28
8613 53
8674 61
8717 43
8833 116
8923 90
8978 55
9020 42
9068 48
9132 64
9185 53
9215 30
9378 163
9443 65
9467 24
9583 116
9718 135
9758 40
9793 35
9841 48
9912 71
9994 82
10039 45
10186 147
10274 88
10332 58
10530 198
10586 56
10650 64
10725 75
10790 65
10866 76
10902 36
10969 67
11035 66
11117 82
11167 50
11231 64
11325 94
11412 87
11535 123
11585 50
11618 33
11708 90
11764 56
11842 78
11915 73
11963 48
11983 20
12063 80
12098 35
12156 58
12195 39
12254 59
12310 56
12366 56
12431 65
12601 170
12655 54
12689 34
12750 61
12799 49
12863 64
12935 72
13006 71
13070 64
13259 189
13297 38
13340 43
13421 81
13474 53
13521 47
13606 85
13663 57
13770 107
13864 94
13970 106
14066 96
14114 48
14182 68
14224 42
14293 69
14352 59
14426 74
14594 168
14667 73
14784 117
14839 55
14940 101
15001 61
15043 42
15091 48
15159 68
15222 63
15267 45
15309 42
15374 65
15439 65
15521 82
15619 98
15678 59
15768 90
15840 72
15913 73
15978 65
16031 53
16120 89
16197 77
16241 44
16305 64
16417 112
16498 81
16586 88
16658 72
16722 64
16792 70
16849 57
16896 47
16997 101
17077 80
17124 47
17184 60
17233 49
17325 92
17387 62
17527 140
17608 81
17677 69
17727 50
17784 57
17841 57
17917 76
17989 72
18084 95
18191 107
18257 66
18454 197
18546 92
18628 82
18705 77
18783 78
18883 100
18954 71
19033 79
19091 58
19161 70
19247 86
19386 139
19567 181
19648 81
19736 88
19816 80
19986 170
20084 98
20170 86
20264 94
20348 84
20417 69
20499 82
20674 175
20770 96
20970 200
21079 109
21138 59
21185 47
21385 200
21506 121
21616 110
21699 83
21888 189
22012 124
22202 190
22402 200
22474 72
22574 100
22740 166
22920 180
23055 135
23140 85
23294 154
23410 116
23597 187
23750 153
23950 200
24149 199
24243 94
24377 134
24535 158
24628 93
24798 170
24998 200
25198 200
25398 200
25552 154
25752 200
25952 200
26152 200
26352 200
26552 200
26752 200
26952 200
27152 200
27352 200
27494 142
27694 200
27894 200
28094 200
28294 200
28494 200
28694 200
28894 200
29094 200
29294 200
29494 200
29694 200
29894 200
30094 200
30294 200
30494 200
30694 200
30894 200
31094 200
31294 200
31494 200
31694 200
31894 200
32094 200
32294 200
32494 200
32694 200
32894 200
33094 200
33294 200
33494 200
33694 200
33894 200
34094 200
34294 200
34494 200
34694 200
34894 200
35094 200
35294 200
35494 200
35694 200
35894 200
36094 200
36294 200
36494 200
36694 200
36894 200
37094 200
37294 200
37494 200
37694 200
37894 200
38094 200
38294 200
38494 200
38694 200
38894 200
39094 200
39294 200
39494 200
39694 200
39894 200
40094 200
40294 200
40494 200
40694 200
40894 200
41094 200
41294 200
41494 200
41694 200
41894 200
42094 200
42294 200
42494 200
42694 200
42894 200
43094 200
43294 200
43494 200
43694 200
43894 200
44094 200
44294 200
44494 200
44694 200
44894 200
45094 200
45294 200
